VK ID;ПОЛ;ДАТА РОЖДЕНИЯ;ССЫЛКА НА ПАРТНЁРА;
438018594;М;28.2.2003;;
518006203;М;13.2.2004;;
558009346;М;11.11.2003;;
187934310;М;13.3.2003;https://vk.com/id345797371;
254470132;М;9.5.2002;;
384507512;М;22.3.2004;;
564476349;М;23.10.2003;https://vk.com/id488607975;
564476682;М;9.3.2005;;
574496638;М;16.11.2004;;
584553310;М;1.9.2005;;
384512186;М;21.11.2002;;
414509574;М;29.9.2004;;
554498285;М;17.7.2005;;
574501066;М;8.8.2004;;
374512233;М;20.2.2004;;
504493508;М;23.10.2002;;
574504339;М;5.1.2003;;
404526737;М;6.6.2004;;
574503539;М;28.2.2005;;
324507551;М;26.2.2003;;
344486883;М;23.9.2004;;
384505604;М;29.8.2002;;
454519359;М;21.11.2004;https://vk.com/id403657601;
534484065;М;14.2.2005;;
584551343;М;5.4.2002;;
584551675;М;29.5.2003;;
514495853;М;6.10.2004;;
314469122;М;16.8.2002;https://vk.com/id392969502;
524483175;М;20.10.2005;;
584552882;М;22.2.2006;;
254473292;М;2.6.2004;;
374507106;М;19.11.2002;;
394519388;М;2.1.2005;;
74773320;М;7.4.2002;;
454518014;М;8.9.2004;;
481706417;М;16.3.2004;;
324511451;М;23.8.2002;https://vk.com/id110884262;
454523752;М;27.11.2003;;
574498235;М;18.6.2005;;
144470132;М;21.6.2002;https://vk.com/id182178772;
284475481;М;27.4.2005;;
444475576;М;10.4.2003;;
481692179;М;17.3.2002;;
584536125;М;1.12.2002;;
481701413;М;18.12.2004;;
574488479;М;9.4.2005;;
574488740;М;5.3.2003;;
584545676;М;6.10.2004;;
493663170;М;8.1.2004;;
554486399;М;9.1.2005;;
564469054;М;2.3.2005;;
564469425;М;5.10.2005;;
294465725;М;8.2.2004;;
454510874;М;14.5.2002;https://vk.com/id255175395;
474489183;М;4.4.2002;;
504474890;М;21.4.2004;;
584542048;М;7.7.2004;https://vk.com/id573579425;
244460096;М;24.5.2003;https://vk.com/id427361232;
404509332;М;16.10.2003;;
524474535;М;23.12.2002;;
584543185;М;24.2.2006;;
584547886;М;14.2.2004;;
204431445;М;15.6.2004;;
454498501;М;15.11.2005;;
454498776;М;30.6.2003;;
304456218;М;8.6.2002;;
464142445;М;1.2.2003;;
474486689;М;19.10.2003;;
481695816;М;8.5.2002;https://vk.com/id417005540;
574482117;М;1.4.2003;;
274444371;М;25.3.2005;https://vk.com/id328078884;
274444515;М;1.5.2002;https://vk.com/id283477801;
464132251;М;4.10.2005;;
514467060;М;31.1.2004;;
544485520;М;11.12.2005;https://vk.com/id554116797;
544485838;М;24.4.2005;;
354390356;М;11.5.2003;;
374406630;М;25.3.2003;;
404420278;М;20.10.2004;;
444393390;М;8.8.2004;;
534388897;М;3.9.2004;;
434409418;М;8.7.2002;;
454430153;М;19.7.2002;;
464065870;М;11.5.2004;;
481618827;М;14.12.2002;;
493579473;М;18.6.2003;;
84689677;М;8.12.2005;;
374419477;М;27.6.2002;;
404433773;М;20.2.2004;;
504399864;М;16.3.2004;;
534401743;М;14.9.2003;;
544423552;М;13.2.2005;;
204365575;М;7.5.2003;https://vk.com/id280968059;
214372384;М;14.6.2003;;
554405066;М;7.2.2005;;
314380526;М;14.9.2002;;
493580423;М;22.6.2004;;
493580794;М;3.2.2005;;
544419433;М;22.6.2002;;
314374725;М;29.2.2004;;
404423123;М;27.2.2005;;
544413244;М;1.9.2005;;
584457149;М;9.12.2004;;
274383027;М;30.11.2002;;
324424479;М;15.7.2004;;
444407802;М;24.3.2003;;
481624276;М;9.4.2003;;
554406368;М;14.6.2002;https://vk.com/id298410932;
554406549;М;4.7.2005;;
194357129;М;27.8.2003;;
284395532;М;29.12.2003;;
444395769;М;25.11.2003;;
474404626;М;1.1.2004;;
514394176;М;31.3.2004;;
514394804;М;21.10.2004;;
564379332;М;3.10.2003;https://vk.com/id269718308;
534359294;М;9.2.2005;;
574369376;М;4.8.2003;;
294486869;М;10.1.2005;;
544519089;М;12.5.2004;;
284507765;М;15.12.2002;https://vk.com/id180622510;
454536090;М;17.9.2004;;
454536589;М;2.5.2003;;
344500712;М;11.9.2002;;
364541064;М;4.12.2002;;
384519551;М;3.11.2004;;
444504885;М;18.3.2004;;
524496464;М;10.6.2003;;
544521219;М;29.4.2002;https://vk.com/id568842568;
574508492;М;17.8.2004;;
574508700;М;10.11.2004;;
574508772;М;11.7.2002;;
584565420;М;1.8.2005;;
324518843;М;19.11.2002;https://vk.com/id545986556;
454530853;М;19.4.2002;;
554502567;М;1.8.2002;;
454535372;М;31.3.2003;;
454535780;М;21.12.2003;;
584567366;М;26.2.2006;;
414517630;М;5.11.2004;;
414517886;М;18.6.2002;;
534499073;М;28.8.2005;;
564489656;М;4.1.2005;;
34772763;М;21.2.2006;;
224472379;М;5.1.2003;;
304471530;М;12.11.2003;;
464157346;М;18.9.2002;;
514492030;М;8.2.2004;;
514492899;М;26.2.2004;;
524485588;М;5.9.2005;;
534487652;М;16.5.2003;;
214466211;М;1.8.2002;https://vk.com/id509546160;
454527799;М;6.10.2003;;
464162170;М;9.7.2003;;
464162589;М;9.5.2003;;
524490372;М;8.3.2003;;
574502012;М;24.11.2005;;
584559715;М;19.2.2006;;
204465169;М;29.5.2003;https://vk.com/id193079287;
474511473;М;4.2.2004;;
493681047;М;9.4.2002;;
564487278;М;5.10.2005;;
564487347;М;20.8.2005;;
574507359;М;8.9.2002;;
584564744;М;8.2.2006;;
264457568;М;8.8.2002;https://vk.com/id201404931;
544500851;М;9.11.2003;https://vk.com/id535073637;
574487618;М;7.12.2003;;
84721582;М;21.6.2002;;
173033796;М;23.1.2004;https://vk.com/id424100067;
244411676;М;16.8.2003;https://vk.com/id322396688;
481655137;М;29.5.2004;;
544455721;М;16.6.2004;;
574442334;М;1.3.2006;;
514434134;М;27.8.2004;;
544452604;М;21.11.2005;;
584496509;М;21.2.2005;;
464104383;М;11.12.2003;;
474448534;М;1.6.2004;;
184405415;М;2.10.2002;;
354438085;М;18.9.2002;https://vk.com/id215516380;
354438639;М;8.12.2003;https://vk.com/id206383674;
514440293;М;2.5.2004;;
554442179;М;2.3.2004;https://vk.com/id388210051;
564425211;М;5.10.2005;;
584502151;М;6.10.2002;https://vk.com/id535617245;
374451508;М;25.5.2003;;
554440157;М;3.8.2005;;
554440438;М;18.10.2003;;
564423689;М;10.8.2005;;
424454668;М;20.9.2004;;
544459537;М;20.12.2005;;
554443813;М;26.5.2003;;
464100276;М;8.9.2005;;
524428800;М;24.2.2005;;
534430016;М;15.10.2003;;
544453841;М;7.6.2003;;
564420381;М;10.8.2004;;
354434586;М;1.8.2004;;
404464786;М;10.5.2002;;
574441280;М;16.12.2005;;
204394365;М;10.3.2003;https://vk.com/id277411523;
284432661;М;2.4.2003;;
564416888;М;12.9.2005;;
414443619;М;23.7.2004;;
454460199;М;8.8.2003;;
454460416;М;13.12.2005;https://vk.com/id434004813;
454460598;М;30.10.2003;;
474439632;М;20.8.2004;;
474439711;М;14.1.2006;;
564415254;М;21.11.2003;;
544447559;М;12.6.2005;;
564414218;М;4.5.2004;;
514432460;М;2.2.2004;;
564417895;М;25.4.2004;;
574437261;М;14.3.2003;;
324445727;М;10.8.2002;;
434436126;М;20.12.2003;;
194380734;М;22.3.2002;https://vk.com/id479000427;
424430045;М;18.5.2002;;
434426206;М;20.8.2002;;
534412215;М;4.3.2005;;
584479653;М;19.2.2006;;
344413662;М;30.4.2002;;
344401002;М;9.1.2004;;
524397302;М;6.8.2005;;
534400469;М;22.8.2005;;
544422664;М;5.5.2005;;
564389312;М;31.8.2005;;
574410509;М;1.1.2004;;
394439434;М;14.11.2003;;
444415033;М;29.4.2003;;
554417811;М;2.7.2005;;
354512122;М;16.1.2005;;
374527806;М;18.1.2005;;
534509323;М;9.12.2004;;
584576417;М;22.6.2005;;
194473605;М;4.12.2002;https://vk.com/id215705609;
474519504;М;2.6.2002;https://vk.com/id210709932;
424521504;М;27.10.2003;;
314492308;М;4.10.2002;;
344510739;М;6.5.2003;;
454543545;М;9.9.2003;;
474522278;М;19.4.2002;;
474522706;М;21.9.2004;;
524506399;М;26.7.2005;;
524506515;М;24.2.2003;;
454539863;М;22.5.2002;;
544527122;М;13.3.2003;;
544530332;М;24.4.2005;;
564497419;М;6.10.2005;;
564497630;М;20.4.2005;https://vk.com/id352252918;
584574294;М;18.2.2006;;
524500451;М;15.9.2004;;
524500507;М;8.4.2005;;
364525320;М;5.7.2003;;
414500425;М;29.4.2004;;
464152446;М;25.1.2003;;
514487720;М;1.9.2002;https://vk.com/id530992281;
204405195;М;27.8.2002;;
424455129;М;17.4.2004;;
464107525;М;2.8.2003;;
504436725;М;4.3.2003;;
514442393;М;11.7.2005;;
544460875;М;22.6.2005;;
554444394;М;27.7.2004;;
574447306;М;5.1.2006;;
574447790;М;8.8.2004;;
584504365;М;21.4.2003;;
584504793;М;22.12.2005;;
84729299;М;2.11.2005;https://vk.com/id24456176;
481663653;М;6.6.2004;;
534440212;М;1.6.2004;https://vk.com/id576309536;
254423516;М;10.12.2002;;
464109416;М;12.2.2003;;
481662182;М;29.11.2004;;
504438338;М;24.7.2003;;
584506630;М;25.6.2005;;
334451331;М;31.5.2002;;
564428302;М;16.2.2006;;
574448212;М;7.2.2004;;
574448279;М;22.1.2005;;
284450502;М;30.10.2002;;
334457423;М;4.1.2006;;
384465036;М;26.6.2002;;
464114056;М;7.4.2003;;
514449239;М;7.1.2003;;
493625419;М;12.12.2004;;
544464326;М;19.4.2004;;
564431396;М;8.1.2005;;
524441270;М;27.1.2005;;
534443356;М;7.12.2004;;
584510699;М;15.7.2005;;
374460573;М;1.4.2002;;
384463856;М;17.7.2003;;
394472036;М;14.6.2002;;
481665179;М;8.4.2002;;
574452017;М;14.11.2002;;
344447674;М;20.9.2005;;
454480440;М;5.7.2002;;
474459275;М;13.1.2003;https://vk.com/id232974315;
481668536;М;10.5.2002;;
514450745;М;12.5.2003;;
481669217;М;13.9.2004;;
544469816;М;24.11.2005;;
244430891;М;15.6.2003;https://vk.com/id456572275;
514456783;М;8.12.2004;;
284456338;М;28.6.2004;;
493634602;М;24.2.2004;;
504449667;М;11.3.2006;;
524448595;М;6.1.2006;;
534450113;М;11.4.2002;;
564440361;М;7.9.2005;;
114436616;М;15.3.2002;;
344451665;М;23.2.2003;;
424467859;М;5.7.2003;;
434463868;М;31.3.2003;;
464119325;М;22.7.2003;;
564439174;М;17.9.2005;;
164403471;М;11.4.2002;https://vk.com/id200345302;
434462431;М;5.9.2003;;
493632291;М;9.4.2004;;
514453294;М;13.2.2005;;
554455781;М;24.3.2005;;
564438823;М;27.5.2005;;
294442437;М;21.3.2005;;
464122810;М;14.7.2003;;
564442144;М;11.12.2003;https://vk.com/id223853059;
564442226;М;4.2.2004;;
481670748;М;10.1.2004;;
481670776;М;6.6.2003;https://vk.com/id429735136;
564437787;М;5.5.2005;;
574457538;М;16.12.2005;;
344461398;М;1.6.2003;;
534459662;М;28.7.2005;;
474469670;М;28.5.2004;https://vk.com/id321601266;
574465012;М;19.12.2003;;
384481107;М;21.9.2004;https://vk.com/id396305976;
464130281;М;23.4.2005;;
504457745;М;1.10.2002;;
524456830;М;30.10.2005;;
554465567;М;29.3.2004;;
554465820;М;9.6.2005;;
524452156;М;4.2.2005;;
554461737;М;15.7.2005;;
554461863;М;7.7.2004;https://vk.com/id348179400;
574464860;М;29.12.2005;;
284462156;М;2.7.2002;https://vk.com/id423406704;
454491878;М;25.4.2003;;
464126437;М;11.2.2006;;
554463562;М;23.7.2005;;
564446426;М;5.10.2005;;
74743747;М;1.1.2003;;
153545240;М;27.9.2002;;
314437456;М;19.7.2004;;
394483194;М;14.2.2004;;
493637733;М;23.5.2005;;
584520131;М;3.6.2004;https://vk.com/id293658345;
584520593;М;5.10.2005;;
464127887;М;19.12.2002;https://vk.com/id510546471;
574467224;М;4.12.2005;;
524638421;М;3.4.2005;;
584707706;М;11.3.2005;https://vk.com/id523255485;
164600568;М;26.5.2003;https://vk.com/id479704577;
564635502;М;6.10.2005;;
274623429;М;17.3.2002;;
344643068;М;4.11.2005;;
454676392;М;8.6.2005;;
454676831;М;28.8.2005;;
564631189;М;23.3.2002;;
184616109;М;22.4.2002;https://vk.com/id518290661;
214620594;М;7.4.2005;;
481869822;М;21.7.2002;;
524644785;М;19.1.2005;;
544669658;М;22.2.2005;;
324662643;М;25.8.2005;;
384660557;М;9.8.2002;https://vk.com/id558391448;
404672496;М;3.10.2002;;
481862238;М;10.1.2004;;
564629525;М;11.2.2004;;
254628066;М;8.1.2003;;
374662543;М;21.9.2003;;
534644001;М;24.6.2003;;
534644148;М;19.5.2005;;
534644401;М;16.11.2002;;
554651829;М;9.1.2005;;
254633466;М;30.10.2003;https://vk.com/id484155380;
514654163;М;11.8.2005;;
90089601;М;7.11.2002;;
384664098;М;29.6.2002;;
554650156;М;27.12.2004;;
564633217;М;5.11.2004;;
414666742;М;1.2.2004;https://vk.com/id167847849;
493832568;М;12.2.2003;;
524646746;М;20.3.2005;;
584715326;М;12.8.2002;;
404671306;М;21.2.2004;;
464308172;М;24.8.2005;;
493822139;М;2.3.2003;;
524636133;М;15.11.2004;;
574648360;М;5.5.2002;;
544679588;М;16.5.2002;;
564646106;М;9.9.2003;;
584723527;М;6.5.2005;;
274637428;М;20.9.2003;https://vk.com/id471234321;
324678191;М;16.8.2002;;
514660207;М;25.11.2005;https://vk.com/id584367310;
514655435;М;14.3.2003;;
524648222;М;2.10.2002;https://vk.com/id410074004;
524648535;М;8.4.2005;;
554657730;М;8.11.2005;;
564640761;М;1.1.2003;;
481874681;М;26.4.2004;;
514656402;М;12.3.2005;https://vk.com/id529526707;
514656462;М;21.11.2003;;
574617041;М;3.10.2003;;
574617064;М;7.2.2004;;
